Bill Run Date,Service Id,Customer Id,Site ID,Own By,RCA Category,RCA  Sub Category,ABP Analysis,OSO Analysis - Rebill,Review Comment,Patch Details - All,Next Action,Lession Learnt,Previous ReviewComments
1-Aug-25,BVE4004088,131164215,OSite_908846_1, , , ,NB call came on 09-JUL-25 00:00:00 to activate the BVE4004088 subscriber with the date of 27-JUN-25 14:56:59,"Please get User expectation on active site and add that comment  in new SR and then move to OSO tagging Abhishek Agrahari.  This still needs handling. Lot of manual intervention: Current active product: BVE4004088
BVE4497912                                                                                                Previous SR:- CAS2743104
 
CAS2742420
 
CAS2729574 ","7/24 Saurabh - Sumantha to open new case of OSO and assign to Abhishek A.

7/24 Sumanta - CAS2790084 opened.

[7/29 Abhishek]: Sonalika to check with user about the products which all products suppose to be active. For now, there are 2 BVE products are active without Equipment.
7/29- [Anargha] - Below is the update from the user -
The customer does not need 2 and does not have any equipment. OSite_908846_1 was turned up at 5/24. The sales team redid the order so many times that it broke the process in Orion. it was a move, the old site was disconnectred on 3/14. BVE - BVE4004088, cancelled, BVE - BVE4334171 installed on 5/23.

Saurabh - One BVE to be disconnected, BVE4004088/subscriber no 1786311 and remove rebill entry. There should be only 1 BVE active on customer",,,,
1-Aug-25,BVE4308609 EQP4308610,131172753,OSite_949373_1, , , ,"NB call came on 03-JUL-25 00:00:00 to activate the BVE4308609 subscriber with the date of 30-JUN-25 12:46:28
NB call came on 03-JUL-25 00:00:00 to activate the EQP4308610 subscriber with the date of 30-JUN-25 12:46:28","User Education/Working As Designed: Here NB call has been delayed due to User task dealy  - ""DOI Call Flow Design GT"" . Since Delay is minimal and this got captured in rebill due to cycle change we can mark this as Working As Designed.",discussed,,,,
1-Aug-25,EQP3969059,131176830,OSite_904966_1, , , ,NB call came on 19-JUL-25 00:00:00 to activate the EQP3969059 subscriber with the date of 23-JUN-25 09:20:12,Please check for usage start date with TTU team. Here We had PTD change which has delayed the NB call as flow was waiting DOI date. Once Usage date would be confirmed then we will share the final analysis from OSO side.,"7/24 Saurabh -  Dale to check TTU usage part
7/29 Saurabh - Dale is checking on TTU usage part if BVE service and EQP should be charged from 23-June-25 or 19-Jul-25

BVE3969060
EQP3969059

[7/30 Abhishek]: To update the effecitve date to 15th July 2025 for these products (BVE3969060
EQP3969059)",,,,
1-Aug-25,EQP4300848 BVE4300838,131234443,OSite_948760_1, , , ,"NB call came on 02-JUL-25 00:00:00 to activate the EQP4300848 subscriber with the date of 30-JUN-25 16:11:03
NB call came on 02-JUL-25 00:00:00 to activate the BVE4300838 subscriber with the date of 30-JUN-25 16:11:03","User Education/Working As Designed: Here NB call has been delayed due to User task dealy  - ""DOI Call Flow Design GT"" . Since Delay is minimal and this got captured in rebill due to cycle change we can mark this as Working As Designed.",7/24 Saurabh - Discussed,,,,
1-Aug-25,BVE4313669 EQP4313721,131236030,OSite_950127_1, , , ,"NB call came on 01-JUL-25 00:00:00 to activate the BVE4313669 subscriber with the date of 24-JUN-25 09:55:01
NB call came on 01-JUL-25 00:00:00 to activate the EQP4313721 subscriber with the date of 24-JUN-25 09:55:01","Interface: Order was delayed due to CLIPS fallout on CLIPS activity "" COMMIT CLIPS in Inventory with TNs"" . For more details kindly check with CLIPS team.","7/24 Saurabh - Sonalika to check with CLIPS
7/28- INC008198997/INC008206472/INC008254206
07/28 CAS2796921 raised.
7/29 Deepthi: CLIPS Analysis
Business VoiceEdge Service (Provide) - 830679 - JEP Enterprises Group - IFrameworkAgreement_771496 - 137_LEVEL RD__COLLEGEVILLE_PA_19426 - OSite_955198_1 - BVE4414319 - PR
Business VoiceEdge Service (Provide) - 830679 - JEP Enterprises Group - IFrameworkAgreement_771496 - 137_LEVEL RD__COLLEGEVILLE_PA_19426 - OSite_955198_1 - BVE4414319 - PR
This was not handle by CLIPS, we dont have error for this activity. Exact RCA cannot be determined for this case as without checking logs we cannot confirm the issue.(Logs not available now as activity was stuck on 20-06-2025 14:10:46 GMT) But it seems it could be probably due to same issue as mentioned above RCA : Defect 2902015.
7/29 Saurabh - Discussed",,,,
1-Aug-25,EQP4330175 BVE4330176,131239449,OSite_952372_1, , , ,"NB call came on 15-JUL-25 00:00:00 to activate the EQP4330175 subscriber with the date of 13-JUN-25 07:42:30
NB call came on 15-JUL-25 00:00:00 to activate the BVE4330176 subscriber with the date of 13-JUN-25 07:42:30","User Education : Here NB call has been delayed due to User task dealy - ""DOI Call Flow Design GT"" ","7/24 Saurabh - Sonalika to check with user why task was delayed for over a month
7/28[Anargha] - Update from the user -
Attempted a connect call twice - left messages then sent a no contact email sending them templates and stating if they have any questions to respond to the email.  As of 7/1/25 no response to the email and the task was closed.
7/28 Saurabh - Discussed",,,,
1-Aug-25,EQP4341307 BVE4341308,131241088,OSite_953571_1, , Interface,DCP Fallout,"NB call came on 03-JUL-25 00:00:00 to activate the EQP4341307 subscriber with the date of 30-JUN-25 16:14:54
NB call came on 03-JUL-25 00:00:00 to activate the BVE4341308 subscriber with the date of 30-JUN-25 16:14:54",Interface: here NB call got delayed due to DCP fallout on update DA/DL,7/24 Saurabh - Discussed,,,,
1-Aug-25,EQP4414318 BVE4414319,131243449,OSite_955198_1, , , ,"NB call came on 11-JUL-25 00:00:00 to activate the EQP4414318 subscriber with the date of 18-JUN-25 09:01:18
NB call came on 11-JUL-25 00:00:00 to activate the BVE4414319 subscriber with the date of 18-JUN-25 09:01:18","Interface: Order was stuck on CLIPS activity "" COMMIT CLIPS in Inventory with TNs"" awaiting CLIPS callback .No SR in dashboard. For more details kindly check with CLIPS team.","7/24 Saurabh - Sonalika to check with CLIPS
7/28- INC008198997/INC008206472/INC008254206
07/28 CAS2796921 raised.
7/29 Deepthi: CLIPS Analysis
Business VoiceEdge Service (Provide) - 545261 - HARRIS MEMORIAL CHURCH OF GOD - IFrameworkAgreement_561670 - 4317_LIPPINCOTT BLVD__BURTON_MI_48519 - OSite_762057_1 - BVE3168253 - PR
Commit CLIPS Inventory with TN Design
This was not handle by CLIPS, we dont have error for this activity. Exact RCA cannot be determined for this case as without checking logs we cannot confirm the issue.(Logs not available now as activity was stuck on 18-06-2025 13:35:52 GMT) But it seems it could be probably due to same issue as mentioned above RCA : Defect 2902015.
7/29 Saurabh - Discussed",,,,
1-Aug-25,EQP4520903,131267631,OSite_972638_1, , , ,NB call came on 17-JUL-25 00:00:00 to activate the EQP4520903 subscriber with the date of 14-JUL-25 13:07:10,"User Education/Working As Designed: Here NB call has been delayed due to User task dealy  - ""DOI Call Flow Design GT"" . Since Delay is minimal and this got captured in rebill due to cycle change we can mark this as Working As Designed.",7/24 Saurabh - Discussed,,,,
1-Aug-25,EQP4359749,131240520,OSite_953136_1, , , ,NB call came on 17-JUL-25 00:00:00 to activate the EQP4359749 and BVE4359231 subscriber with the date of 01-JUL-25 12:07:10,User Education: User delayed the DOI completed task in BVE EQP flow which delayed the NB call here,"7/24 Saurabh - Sonalika to check with user why task was delayed
7/28[Anargha] - User missed out the task. Missed it on 7/1 and CPM reach out to him to complete on 7/17
7/28 Saurabh - Discussed",,,,
1-Aug-25,NA,NA,NA,NA, ,NA,NA,NA,"[7/29 Abhishek]: Auto pay records ae shared with Dale/Melissa and informt to Joe in the call to provide the approval to patch, so for now we are waiting for approcal from Comcast.

[730 Abhishek]: Abhishek B will share the revised impact.

[7/30 Abhishek]: Revised Impact was shared

[7/31 Abhishek]: Saurabh Patched it after approval from Mellisa ",,,,
1-Aug-25, , , , , , , , ,[7/29 Abhishek]: This is approved to patch,,,,
1-Aug-25, , , , , , , , ,"[7/29 Abhishek]: We have sent detailed email about these 2 mismatches with WA details, @Saurabh- please discuss with Joe/dale to approve the patch to correct these mismatches.",,,,
15-Jul-25,EQP_535_4229400,131221276, , , , ,To be Review with Finance team, , ,,,,
15-Jul-25,BVE4434005 EQP4434004 ,131255508,OSite_963643_1 , , , ,NOtifyBilling call  came on 18-JUN-25 to activate the subscribers with the date of 13-JUN-25.,"This is working as designed. Five day delay is acceptable. Got captured in Rebill due to cycle change.
Here We have  delay due to user delaying task - ""DOI Call flow Design"".", ,,,,
15-Jul-25,EQP_535_4251756 SACM_535_4289177 EQP_535_4293811 ,131226592,OSite_945025_1 , ,Interface,DCP Callback,"NotifyBilling call  came on 20-JUN-25 to cease the EQP_535_4251756 subscriber with the date of 23-APR-25,
and to cease the SACM_535_4289177, EQP_535_4293811 with the date of 20-JUN-25.
Its BVE_535_4248863, was already disconnected on 02-MAY-25 with the disconnect date of 23-APR-25.","Here NB call has been delayed due to DCP delayed callback on ""Notify DCP of Start of Voice Service product""

Billing date of DOCSIS and SAC  is correct since it's dependent only on its underlay service (COAX), the other service is not related COAX.Althought  DOCSIS and sac billing date has been impacted here due to that delay but its WAD as per the current design.

We had a similar instance in past too where we had opened the defect and have got PDO input as stated above.
 
Reference Defect: 1584004", ,708888380,,,
15-Jul-25,BVE4373574 EQP4373573 ,131227723,OSite_957203_1 , , , ,"NOtifyBilling call  came on 18-JUN-25 to activate the subscribers with the date of 12-JUN-25.
and then another NB  came on 01-JUl-25 to cease the subscribers with the date of 01-JUl-25.","""This is working as designed. Six day delay is acceptable. Got captured in Rebill due to cycle change.
Here We have  delay due to user delaying task - ""DOI Call flow Design""",7/7 Anisha: Abhishek A. is checking why the services got ceased on 01-JUL-25,708887491,,,
15-Jul-25,BVE4345172 EQP4345173 ,131226489,OSite_953984_1 , , , ,NOtifyBilling call  came on 18-JUN-25 to activate the subscribers with the date of 12-JUN-25.,"This is working as designed. Four day delay is acceptable. Got captured in Rebill due to cycle change.
Here We have  delay due to user delaying task - ""DOI Call flow Design""",7/15 Biswajit - Subscriber is activated from June 12 2025.,708899937,,,
15-Jul-25,EQP3682777 CNCV3682778 SAC3683281 ,130979833,OSite_859696_1 , , , ,"NB call came on 23-JUN-25 00:00:00 to activate the EQP3682777, CNCV and SAC subscriber with th e date of 12-MAR-25 07:00:00 ","Here User completed the task : ""offnet order completion"" on 24th june and have added billing date manually as 12th march 2025 which is its functionality here.
That's why there is a gap in NB call and billing date.","7/7 Anisha:Joe will take this up internally, why user set the backdate of 12-MAR-25.
7/9: Abhishek A. to check for the feature supporting this functionality",,,,
15-Jul-25,BVE4370969 EQP4370970 ,131245758,OSite_956943_1 , , , ,NOtifyBilling call  came on 23-JUN-25 to activate the subscribers with the date of 12-JUN-25.,"User Education: Here NB call has been delayed due to User(Dang Michael) task dealy  - ""DOI Call Flow Design GT"" . ",7/15 Biswajit - Subscriber is activated from June 12 2025.,,,,
15-Jul-25,EQP4403681 BVE4403683 ,131250508,OSite_960541_1 , , , ,NOtifyBilling call  came on 27-JUN-25 to activate the subscribers with the date of 11-JUN-25.,"User Education: Here NB call has been delayed due to User(Mihes Michael) task dealy  - ""DOI Call Flow Design GT"" . ",7/15 Sumanta - Subscriber is activated from June 11 2025.,,,,
15-Jul-25,CNCV4118975 SAC4118967 EQP4118974 ,130369459,OSite_920238_1 , , , ,NOtifyBilling call  came on 03-JUl-25 to activate the subscribers with the date of 03-APR-25.,"Here User completed the task : ""offnet order completion"" on 3rd july 2025  and have added billing date manually as 3rd April 2025 which is its functionality here.
That's why there is a gap in NB call and billing date.", ,,,,
15-Jul-25,SAC3613986 EQP3613987 ,130540647,OSite_762659_1 , , , ,"NotifyBilling call  came on 03-JUL-25 to activate the SAC3613986 subscriber with the date of 24-JAN-25.
NotifyBilling call  came on 03-JUL-25 to activate the EQP3613987 with the date of 07-JAN-25.

Associated UNI and EVC were created on 24-JAN-25 itself. Need to verify date of EQP as it is different from the date of service and need to justify the reason for delay.",This seems corrupted order with previous manual handling and lots of SR on it. Also We had a cancelled EDI on this site. Here We can conclude that EQP date is incorrect. So Please consider the EDI billing date only for EDI and EQP. And kindly raise a new SR to do further analysis for delay reason and date mismatch.,"7/7 Anisha:Joe will take this up internally, why user set the backdate of 12-MAR-25.
7/9: Abhishek A. to check for the feature supporting this functionality
7/9 - CAS2743055 generated for RCA and Tracking.",,,,
15-Jul-25,BVE4436518 EQP4436517 ,131246937,OSite_957677_1 , , , ,NOtifyBilling call  came on 03-JUl-25 to activate the subscribers with the date of 13-JUN-25.,"User Education: Here NB call has been delayed due to User(Gathers Chasify) task dealy  - ""DOI Call Flow Design GT"" . ", ,708899937,,,
15-Jul-25,BVE4008599 EQP4008600 ,130485534,OSite_693055_1 , , , ,NOtifyBilling call  came on 23-JUN-25 to activate the subscribers with the date of 13-JUN-25.,"User Education: Here NB call has been delayed due to User(Shaw melody) task dealy  - ""DOI Call Flow Design GT"" . ", ,,,,
15-Jul-25, , , , , , ,7/10: Need to prepare the patch, , ,,,,
15-Jul-25,UNI_415_1606942 EVCE_415_1607320 SACM_415_1608328 EQP_415_1608172,130284556,OSite_529619_1, , , ,NB call came on 07-JUL-25 00:00:00 to activate the  subscribers with the date of 18-APR-25 00:00:00 ,"This is the case of re-estbalishment. Initially User placed Cease order on 19th march which was getting ceased with the date of 18th April but later user placed a Restore on 11th June which created new subscriber with the previous cease date as we are expecting no service down on the site. This is working as designed from OSO side. For any clarification, Please check with user.","7/7 Anisha:Joe will take this up internally, why user set the backdate of 12-MAR-25.",,,,
1-Jul-25, ,130406128, , , , ,"NB call came on 02-JUN-25 00:00:00 to cease the SACM_151_2223314 subscriber with the date of 23-MAY-25 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the UNI_151_2229728 subscriber with the date of 23-MAY-25 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the EVCE_151_2227842 subscriber with the date of 23-MAY-25 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the EQP_151_2239334 subscriber with the date of 23-MAY-25 18:59:59",Working As Designed: 10 Days mandatory wait Rule : Captured due to cycle change,"[6/23 Abhishek]: Discussed

[6/23 Abhishek]: To provide the impact..",,,,
1-Jul-25, ,130520407, , , , ,"NB call came on 10-JUN-25 00:00:00 to activate the EQP4340096 subscriber with the date of 30-MAY-25 09:45:47

NB call came on 10-JUN-25 00:00:00 to activate the BVE4340097 subscriber with the date of 30-MAY-25 09:45:47","User Education: Here NB call has been delayed due to User(Szulewski Joshua) task dealy  - ""DOI Call Flow Design GT"" . ","[6/23 Abhishek]: Discussed

[6/23 Abhishek]: To provide the impact..
6/24 Saurabh - Marked as Discussed, still financial impact needs to be updated",,,,
1-Jul-25, ,130939897, , ,Interface,DCP Fallout,"NB call came on 03-JUN-25 00:00:00 to activate the BVE4363434 subscriber with the date of 30-MAY-25 10:39:46

NB call came on 03-JUN-25 00:00:00 to activate the EQP4363433 subscriber with the date of 30-MAY-25 10:39:46","Interface: NB call has been delayed due to DCP fallout on ""Update DA/DL in Neustar"". Also its a three day delay. For more info, Please check with DCP.","[6/23 Abhishek]: Sonalika/Team to check about the delay from DCP side
6/23 Saurabh - Discussed",,,,
1-Jul-25, ,130990007, , , , ,"NB call came on 06-JUN-25 00:00:00 to activate the EQP3737094 subscriber with the date of 23-MAY-25 15:07:13

NB call came on 06-JUN-25 00:00:00 to activate the BVE3737095 subscriber with the date of 23-MAY-25 15:07:13","User Education: Here NB call has been delayed due to User(Fye Jason) task dealy  - ""DOI Call Flow Design GT"" . ","[6/23 Abhishek]: Discussed

[6/23 Abhishek]: To provide the impact..",708870144,,,
1-Jul-25, ,131147211, , , , ,"NB call came on 05-JUN-25 00:00:00 to activate the EVCE4014635 subscriber with the date of 03-APR-25 09:20:40

NB call came on 05-JUN-25 00:00:00 to activate the UNI4014633 subscriber with the date of 03-APR-25 09:20:40

NB call came on 05-JUN-25 00:00:00 to activate the SAC4014626 subscriber with the date of 03-APR-25 09:20:40

NB call came on 05-JUN-25 00:00:00 to activate the EQP4014634 subscriber with the date of 03-APR-25 09:20:40","User Education: user-Borges Alanna  delayed the task ""Schedule Core Resource For BGP""","[6/23 Abhishek]: Deepthi to check with user about the delay of the task
[6/23 Deepthi]: User says the task was completed on the date the customer requested.
6/23 Saurabh - Discussed",708841482,,,
1-Jul-25, ,131161798, , ,Interface,DCP Fallout,"NB call came on 03-JUN-25 00:00:00 to activate the EQP4386884 subscriber with the date of 30-MAY-25 13:12:28

NB call came on 03-JUN-25 00:00:00 to activate the BVE4386885 subscriber with the date of 30-MAY-25 13:12:28","Interface: NB call has been delayed due to DCP fallout on ""Update DA/DL in Neustar"". It was  completed by user - Deshazer William. For more info, Please check with DCP.","[6/23 Abhishek]: Sonalika/Team to check about the delay from DCP side
6/23 Saurabh - As per sonalika there was some issue between DCP and Neustar, marking this as Discussed",708857030,,,
1-Jul-25, ,131167379, , ,Interface,DCP Callback,"NB call came on 03-JUN-25 00:00:00 to activate the BVE4414775 subscriber with the date of 21-MAY-25 06:22:05

NB call came on 03-JUN-25 00:00:00 to activate the EQP4414774 subscriber with the date of 21-MAY-25 06:22:05","Interface: NB call has been delayed due to DCP callback on ""Update DA/DL in Neustar"". It got completed on third request.For more info, Please check with DCP.","[6/23 Abhishek]: Sonalika/Team to check about the delay from DCP side
6/23 Saurabh - As per sonalika there was some issue between DCP and Neustar, marking this as Discussed
[07/01 Biswajit] : Backbilled from the Date May 21.",,,,
1-Jul-25, ,131191160, , , Interface,DCP Callback,"NB call came on 03-JUN-25 00:00:00 to activate the BVE4057960 subscriber with the date of 28-MAY-25 15:10:45

NB call came on 03-JUN-25 00:00:00 to activate the EQP4057961 subscriber with the date of 28-MAY-25 15:10:45","Interface: NB call has been delayed for 4 days due to DCP callback on ""CNAM Provisioning in Neustar"". It got completed on second request.For more info, Please check with DCP.","[6/23 Abhishek]: Discussed

[6/23 Abhishek]: To provide the impact.
[07/01 Biswajit] - Backbilled from the Date May 28.",,,,
1-Jul-25, ,131201064, , , , ,"NB call came on 16-JUN-25 00:00:00 to activate the EQP4126876 subscriber with the date of 28-MAY-25 10:56:08

NB call came on 16-JUN-25 00:00:00 to activate the BVE4126877 subscriber with the date of 28-MAY-25 10:56:08","User Education: Here NB call has been delayed due to User(Rueckheim Donald) task dealy  - ""DOI Call Flow Design GT"" . ","[6/23 Abhishek]: Discussed

[6/23 Abhishek]: To provide the impact..

[07/01 Biswajit] - Backbilled from the Date May 28.",,,,
1-Jul-25, ,131236506, , , , ,"NB call came on 05-JUN-25 00:00:00 to activate the BVE4314342 subscriber with the date of 30-MAY-25 14:07:42

NB call came on 05-JUN-25 00:00:00 to activate the EQP4314341 subscriber with the date of 30-MAY-25 14:07:42","Here NB call got delayed for 5 days  due to fallout on ""Commit CLIPS Inventory with TN Design"".
Got captured due to cycle change .
Handled under SR:CAS2654763
RCA:Interfcae: This seems CLIPS connectivity issue : Worked on Retry
Please check with clips if more info needed here
Issue : Commit CLIPS Inventory with TN Design is stuck
Theme :Commit CLIPS Inventory with TN Design
WA Details: Commit CLIPS Inventory with TN Design is completed after retry","[6/23 Abhishek]: Sonalika/Team to check with CLIPS about the issue
6/23 Saurabh : Discussed",,,,
1-Jul-25, ,131239600, , , , ,"NB call came on 02-JUN-25 00:00:00 to activate the BVE4331204 subscriber with the date of 28-MAY-25 11:28:59

NB call came on 02-JUN-25 00:00:00 to activate the EQP4331203 subscriber with the date of 28-MAY-25 11:28:59","User Education/Working As Designed: Here NB call has been delayed due to User task dealy  - ""DOI Call Flow Design GT"" . Since Delay is minimal and this got captured in rebill due to cycle change we can mark this as Working As Designed.",6/23 Saurabh -Discussed,,,,
1-Jul-25,UNI_111_1892107 EVCE_111_1892649 SACM_111_1894192 EQP_111_1892650,130340973, , , , ,"NB call came on 04-JUN-25 00:00:00 to cease the UNI_111_1892107 subscriber with the date of 28-JUL-23 18:59:59

NB call came on 04-JUN-25 00:00:00 to cease the EVCE_111_1892649 subscriber with the date of 28-JUL-23 18:59:59

NB call came on 04-JUN-25 00:00:00 to cease the SACM_111_1894192 subscriber with the date of 28-JUL-23 18:59:59

NB call came on 04-JUN-25 00:00:00 to cease the EQP_111_1892650 subscriber with the date of 28-JUL-23 18:59:59","Its a 2022 Order, User placed a Move, cease PTD crossed in 2023 that date is corect but it was waiting for hotcut provide order to reach installation. but user kept the provide order pending from 2022 and later in 2025 recently user cancelled the Gaining site i.e. Provide order after that cease order progressed after cancellation ","[6/25 Abhishek]: Abhishek B to provide revenue impact

[6/25 Abhishek]: Sonalika/Team to check with CPM about this particular order

[6/25 Abhishek]: Impacts are updated

[6/26 Abhishek]: Sonalika/team still cheking with CPM about to confirm the disconnect/cease date

[6/30 Abhishek]: Patch is approved to change the cease date from July 2023-> 6/30/2025 and Somnath/team will open the case/SR. Dale need to get the usage details from TTU and put the comment in the case, afterwards we will provide the credit amount for which Billing backoffice team can open the credit case and track it from CRM GUI.
[06/30 Somnath]: Created CAS2718432",,,,
1-Jul-25,SAC2677929 EQP2678027 UNI2677985 EVCE2677983,130313341, , , , ,"NB call came on 13-JUN-25 00:00:00 to activate the SAC2677929 subscriber with the date of 16-OCT-24 14:31:26

NB call came on 13-JUN-25 00:00:00 to activate the EQP2678027 subscriber with the date of 16-OCT-24 14:32:04

NB call came on 13-JUN-25 00:00:00 to activate the UNI2677985 subscriber with the date of 16-OCT-24 14:31:00

NB call came on 13-JUN-25 00:00:00 to activate the EVCE2677983 subscriber with the date of 16-OCT-24 14:31:00","billing sync point was stuck , Its due to User education, Purpose of SBI Sync Point is to ensure all sites will flow together and billing will be completed. on its corresponding site SYNC point was hanlded manually  on previous defect check 2280642 for more details, other corresponding site was hanlded manually due to some confusion that caused current site stuck","[6/25 Abhishek]: Abhishe B to provide the impact

[6/25 Abhishek]: Patch will be required based on 90 Days Revenue policy

[6/25 Abhishek]: Impacts are provided based on 90 days policy

6/26 Saurabh - Approved to Patch, please patch rebill dates to charge customer for last 90 days as per the financial impacts",,,,
1-Jul-25,EQP2687545 SAC2687455 EVCE2873701 UNI2873699,130339589, , , , ,"NB call came on 02-JUN-25 00:00:00 to cease the EQP2687545 subscriber with the date of 01-NOV-24 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the SAC2687455 subscriber with the date of 01-NOV-24 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the EVCE2873701 subscriber with the date of 23-MAY-25 18:59:59

NB call came on 02-JUN-25 00:00:00 to cease the UNI2873699 subscriber with the date of 23-MAY-25 18:59:59","Working as designed for UNI and EVCE, activity was waiting for mandatory 10 days wait rule, and within 10 days billing cycle got changed. and  for SAC and EQP the date should match with current UNI its a shared service scenario somehow old EPL cease date is getting picked. it should have been with EDI, need SR here for RCA","[6/25 Abhishek]: Abhishek B to provide the patch details and impact as well

[6/25 Abhishek]: Somnath/team to open the case/SR for OSO

[6/25 Biswajit] : CAS2707406 raised for RCA
6/26 Saurabh - Discussed, RCA case opened 
6/30 Saurabh - EQP date was patched to be in sync with EVCE i.e 23-May-25
update bl1_rc_rates set expiration_date='23-MAY-2025', last_cyc_expr_date='31-MAY-2025',application_id='BR17',dl_Service_code='72' where rc_rate_seq_no=1553536;--earlier RMMEQPFEE dates 01-NOV-24 and 30-NOV-24",,,,
1-Jul-25,SACM_451_3425536 EQP_451_3440542,130946790, , , , ,"UpdateParameter call came on 17-JUN-25 00:00:00 to update parameters of SACM_451_3425536 subscriber with the date of 13-JAN-25 00:00:00

UpdateParameter call came on 17-JUN-25 00:00:00 to update parameters of EQP_451_3440542 subscriber with the date of 13-JAN-25 00:00:00","EDI + PRI with UNDERLAY scenario
PRI getting ceased and EDI remains as it is
here NB call issue is for SAC and EQP

functionality is either EDI or underlay which ever complte first it will release Billing call for EQP and SAC
for EDI task ---> Verify Service Active for Modify is pending from user from 4th JAN to till now..
so now undrelay cease got complete and released the billing activity.. in june

Seems working as designed and some user error as well ","[6/25 Abhishek]: Abhishek B to check if there is any billing impact
6/26 Saurabh - No financial impact. SAC has no RC, EQP RC remains same. Marking as Discussed",,,,
1-Jul-25,EQP2866604 SAC2860357,130529816, , , , ,"NB call came on 14-JUN-25 00:00:00 to cease the EQP2866604 subscriber with the date of 07-FEB-25 17:59:59

NB call came on 14-JUN-25 00:00:00 to cease the SAC2860357 subscriber with the date of 07-FEB-25 17:59:59",Issue is on 10th feb we have a outage INC007520000 that cause PONR not released for EQP and SAC but got released for EDI.. date is correct RCA is environment issue,[6/25 Abhishek]: Discussed,,,,
1-Jul-25,BV3966293,130977287, , , , ,NB call came on 12-JUN-25 00:00:00 to cease the BV3966293 subscriber with the date of 25-APR-25 18:59:59,"activity Query TN Port Details-plan in error from April to june because of OMW error we do not get any TN in response from OMW later this activity got force completed , RCA is interface","6/25 Saurabh - Financial impact updated, marked as Discussed, no patching needed",,,,
1-Jul-25,SACM_401_1594621 UNI_401_1595393 UNI_401_1594510 EVCE_401_1595097 EVCE_401_1594166 EQP_401_1596058 EQP_401_1593090,130273235, , , , ,"NB call came on 13-JUN-25 00:00:00 to cease the SACM_401_1594621 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1595393 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1594510 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1595097 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1594166 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EQP_401_1596058 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EQP_401_1593090 subscriber with the date of 18-APR-25 18:59:59",Activity retrieve port status from inventory was in error from april to 3rd june then 10 day mandatory wait rule.. this is CLIPS activity they should provide the reason for this.. RCA interface CLIPS,"6/25 Saurabh - Marked as Discussed, no patching needed
Biswajit to open new case for RCA on CLIPS
CAS2707146 Opened for RCA",708589323,,,
1-Jul-25,UNI_401_1595390 UNI_401_1595787 EVCE_401_1593455 EVCE_401_1593456 SACM_401_1593089 EQP_401_1594708 EQP_401_1596140,130273235, , , , ,"NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1595390 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the UNI_401_1595787 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1593455 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EVCE_401_1593456 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the SACM_401_1593089 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EQP_401_1594708 subscriber with the date of 18-APR-25 18:59:59

NB call came on 13-JUN-25 00:00:00 to cease the EQP_401_1596140 subscriber with the date of 18-APR-25 18:59:59",Activity retrieve port status from inventory was in error from april to 3rd june then 10 day mandatory wait rule.. this is CLIPS activity they should provide the reason for this.. RCA interface CLIPS,"6/25 Saurabh - Marked as Discussed, no patching needed
Biswajit to open new case for RCA on CLIPS
CAS2707146 Opened for RCA",708589323,,,
